"Index","Open","High","Low","Close","Volume"
"1154995200",11218.179688,11276.290039,11141.820312,11173.589844,261520000
"1155081600",11168.469727,11250.839844,11068.570312,11076.179688,231270000
"1155168000",11073.139648,11143.980469,11044.719727,11124.370117,211270000
"1155254400",11121.160156,11121.160156,11042.639648,11088.030273,166870000
"1155513600",11089.070312,11202.730469,11079.780273,11097.870117,205830000
"1155600000",11098.030273,11234.269531,11098.030273,11230.259766,208750000
"1155686400",11224.910156,11340.799805,11224.910156,11327.120117,219190000
"1155772800",11327.360352,11372.419922,11298.379883,11334.959961,2.43e+08
"1155859200",11333.759766,11381.469727,11317.669922,11381.469727,282660000
"1156118400",11380.669922,11380.990234,11321.990234,11345.049805,196220000
"1156204800",11344.410156,11383.709961,11303.339844,11339.839844,213690000
"1156291200",11337.120117,11370.820312,11264.040039,11297.900391,170410000
"1156377600",11297.820312,11334.719727,11273.889648,11304.459961,170710000
"1156464000",11301.219727,11317.429688,11260.280273,11284.049805,150200000
"1156723200",11285.330078,11387.790039,11273.490234,11352.009766,180810000
"1156809600",11352.650391,11379.549805,11299.580078,11369.94043,198620000
"1156896000",11365.980469,11407.080078,11355.69043,11382.910156,180100000
"1156982400",11383.469727,11405.320312,11369.780273,11381.150391,156960000
"1157068800",11382.75,11476.480469,11382.75,11464.150391,168010000
"1157414400",11461.830078,11488.169922,11438.05957,11469.280273,184960000
"1157500800",11466.230469,11466.230469,11395.150391,11406.200195,190990000
"1157587200",11405.160156,11405.240234,11323.839844,11331.44043,213670000
"1157673600",11332.240234,11402.839844,11331.040039,11392.110352,161650000
"1157932800",11389.870117,11421.25,11342.169922,11396.839844,2.16e+08
"1158019200",11396.839844,11512.980469,11395.709961,11498.089844,237300000
"1158105600",11487.69043,11567.25,11476.160156,11543.320312,214190000
"1158192000",11543.400391,11549.080078,11495.370117,11527.389648,203780000
"1158278400",11528.75,11613.509766,11528.75,11560.769531,365450000
"1158537600",11559.969727,11588.379883,11528.110352,11555,192680000
"1158624000",11554.599609,11562.049805,11480.55957,11540.910156,178880000
"1158710400",11542.280273,11628.879883,11542.200195,11613.19043,226390000
"1158796800",11611.669922,11630.55957,11501.769531,11533.230469,241370000
"1158883200",11532.910156,11533.070312,11474.55957,11508.099609,198480000
"1159142400",11509.299805,11616.480469,11486,11575.80957,267990000
"1159228800",11575.730469,11670.269531,11567.650391,11669.389648,283670000
"1159315200",11670.19043,11720.769531,11659.620117,11689.240234,296890000
"1159401600",11689.400391,11728.459961,11660.419922,11718.450195,236500000
"1159488000",11718.049805,11741.990234,11677.790039,11679.070312,216040000
"1159747200",11678.990234,11726.94043,11658.660156,11670.349609,198010000
"1159833600",11670.110352,11758.950195,11653.05957,11727.339844,230570000
"1159920000",11722.94043,11851.25,11707.490234,11850.610352,281860000
"1160006400",11844.379883,11870.05957,11821.230469,11866.69043,253550000
"1160092800",11865.490234,11865.570312,11800.5,11850.209961,242980000
"1160352000",11849.55957,11872.94043,11813.219727,11857.80957,177940000
"1160438400",11857.730469,11877.900391,11829.709961,11867.169922,227210000
"1160524800",11865.490234,11875.980469,11794.169922,11852.129883,256040000
"1160611200",11854.129883,11959.629883,11854.049805,11947.700195,291010000
"1160697600",11947.219727,11960.509766,11908.799805,11960.509766,295100000
"1160956800",11961.30957,11997.25,11945.540039,11980.599609,271740000
"1161043200",11977.400391,11979.080078,11887.19043,11950.019531,238130000
"1161129600",11947.620117,12049.509766,11947.620117,11992.679688,344650000
"1161216000",11988.919922,12027.740234,11966.910156,12011.730469,260150000
"1161302400",12013.009766,12048.870117,11941.94043,12002.370117,313840000
"1161561600",12116.509766,12125.160156,11971.790039,12116.910156,288780000
"1161648000",12116.509766,12133.799805,12079.049805,12127.879883,257650000
"1161734400",12127.240234,12147.969727,12081.769531,12134.679688,238470000
"1161820800",12134.839844,12167.019531,12096.099609,12163.660156,237150000
"1161907200",12164.780273,12164.860352,12073.530273,12090.259766,277340000
"1162166400",12089.139648,12117.230469,12049.919922,12086.5,206240000
"1162252800",12086.179688,12113.389648,12025.339844,12080.730469,277410000
"1162339200",12080.25,12123.959961,12007.169922,12031.019531,245720000
"1162425600",12023.980469,12032.549805,11979,12018.540039,222140000
"1162512000",12018.299805,12061.519531,11965.30957,11986.040039,197740000
"1162771200",11985.160156,12117.709961,11984.759766,12105.549805,211250000
"1162857600",12104.75,12196.320312,12101.05957,12156.769531,222400000
"1162944000",12147.379883,12193.75,12102.900391,12176.540039,252650000
"1163030400",12174.700195,12187.030273,12090.099609,12103.299805,275340000
"1163116800",12102.740234,12127.080078,12074.009766,12108.429688,204440000
"1163376000",12097.700195,12164.700195,12084.80957,12131.879883,194050000
"1163462400",12132.44043,12228.009766,12084.969727,12218.009766,255300000
"1163548800",12214.370117,12291.730469,12205.759766,12251.709961,258840000
"1163635200",12250.049805,12325.910156,12250.049805,12305.820312,223350000
"1163721600",12304.620117,12342.55957,12277.400391,12342.55957,285110000
"1163980800",12340.709961,12355.230469,12302.519531,12316.540039,228960000
"1164067200",12312.129883,12339.849609,12296.030273,12321.589844,216660000
"1164153600",12321.910156,12361,12302.759766,12326.950195,177740000
"1164326400",12321.709961,12324.110352,12258.860352,12280.169922,77630000
"1164585600",12279.129883,12279.530273,12110.80957,12121.709961,236740000
"1164672000",12118.94043,12149.19043,12072.599609,12136.450195,222630000
"1164758400",12134.400391,12240.669922,12134.400391,12226.730469,219270000
"1164844800",12226.730469,12275.120117,12162.480469,12221.929688,294890000
"1164931200",12220.969727,12248.040039,12089.980469,12194.129883,275410000
"1165190400",12195.570312,12309.969727,12195.570312,12283.849609,270630000
"1165276800",12283.69043,12335.370117,12276.080078,12331.599609,233170000
"1165363200",12328.719727,12335.450195,12294.830078,12309.25,220840000
"1165449600",12310.129883,12360.759766,12264.469727,12278.410156,251340000
"1165536000",12278.410156,12332.879883,12243.080078,12307.490234,240800000
"1165795200",12306.209961,12354.589844,12297.629883,12328.480469,213850000
"1165881600",12328.240234,12333.919922,12252.049805,12315.580078,248140000
"1165968000",12312.709961,12368.610352,12301.55957,12317.5,213520000
"1166054400",12317.5,12431.259766,12307.009766,12416.759766,253900000
"1166140800",12417.959961,12486.299805,12417.879883,12445.519531,417750000
"1166400000",12446.240234,12490.700195,12428.94043,12441.269531,237310000
"1166486400",12439.509766,12491.910156,12397.610352,12471.320312,233450000
"1166572800",12471.320312,12498.469727,12456.580078,12463.870117,193300000
"1166659200",12461.620117,12483.730469,12396.009766,12421.25,192090000
"1166745600",12413.080078,12420.209961,12341.700195,12343.219727,143650000
"1167091200",12341.94043,12418.200195,12337.049805,12407.629883,110210000
"1167177600",12408.429688,12519.219727,12407.790039,12510.570312,143650000
"1167264000",12510.570312,12529.879883,12478.129883,12501.519531,126740000
"1167350400",12500.480469,12526.030273,12451.129883,12463.150391,161560000
"1167782400",12459.540039,12580.349609,12404.820312,12474.519531,327200000
"1167868800",12473.160156,12510.410156,12403.860352,12480.69043,259060000
"1167955200",12480.049805,12480.129883,12365.410156,12398.009766,235220000
"1168214400",12392.009766,12445.919922,12337.370117,12423.490234,223500000
"1168300800",12424.769531,12466.429688,12369.169922,12416.599609,225190000
"1168387200",12417,12451.610352,12355.629883,12442.160156,226570000
"1168473600",12442.959961,12544.459961,12442.959961,12514.980469,261720000
"1168560000",12514.660156,12561.040039,12489.660156,12556.080078,256530000
"1168905600",12555.839844,12585.080078,12538.929688,12582.589844,242720000
"1168992000",12571.459961,12614,12550.549805,12577.150391,272720000
"1169078400",12575.05957,12611.910156,12547.339844,12567.929688,250690000
"1169164800",12567.929688,12586.839844,12523.549805,12565.530273,287480000
"1169424000",12565.530273,12572.580078,12450.889648,12477.160156,293400000
"1169510400",12477.80957,12554.230469,12468.349609,12533.799805,236760000
"1169596800",12534.370117,12623.450195,12531.080078,12621.769531,216920000
"1169683200",12621.769531,12622.650391,12487.339844,12502.55957,275780000
"1169769600",12503.280273,12539.089844,12431.339844,12487.019531,247020000
"1170028800",12487.099609,12542.700195,12481.490234,12490.780273,234510000
"1170115200",12492.230469,12538.450195,12459.459961,12523.30957,244040000
"1170201600",12520.030273,12657.019531,12505.200195,12621.69043,258410000
"1170288000",12617.200195,12682.570312,12616.080078,12673.679688,235130000
"1170374400",12673.839844,12683.929688,12638.349609,12653.490234,203610000
"1170633600",12653.410156,12681.209961,12629.860352,12661.740234,204140000
"1170720000",12661.660156,12680.570312,12633.94043,12666.30957,201010000
"1170806400",12656.860352,12700.280273,12630.5,12666.870117,194020000
"1170892800",12665.669922,12665.830078,12575.860352,12637.629883,193820000
"1170979200",12638.030273,12675.679688,12545.099609,12580.830078,220330000
"1171238400",12580.110352,12607.509766,12536.209961,12552.549805,174980000
"1171324800",12549.19043,12658.219727,12549.19043,12654.849609,204940000
"1171411200",12651.290039,12759.400391,12651.209961,12741.860352,210880000
"1171497600",12741.700195,12779.030273,12728.719727,12765.009766,183280000
"1171584000",12764.129883,12769.169922,12744.019531,12767.570312,243560000
"1171929600",12766.849609,12795.929688,12704.679688,12786.639648,205760000
"1172016000",12782.870117,12782.870117,12707.169922,12738.410156,213470000
"1172102400",12735.769531,12763.730469,12650.610352,12686.019531,206860000
"1172188800",12679.889648,12682.129883,12628.019531,12647.480469,215430000
"1172448000",12647.879883,12697.230469,12608.469727,12632.259766,230080000
"1172534400",12628.900391,12629.379883,12086.05957,12216.240234,393300000
"1172620800",12214.919922,12353.469727,12186.040039,12268.629883,412820000
"1172707200",12268.629883,12289.219727,12059.540039,12234.339844,372010000
"1172793600",12233.780273,12247.400391,12107.370117,12114.099609,315180000
"1173052800",12111.610352,12188.839844,12039.110352,12050.410156,278770000
"1173139200",12051.169922,12224.410156,12050.610352,12207.589844,278810000
"1173225600",12204.459961,12256.94043,12178.990234,12192.450195,263540000
"1173312000",12193.330078,12303.639648,12193.330078,12260.700195,241070000
"1173398400",12262.05957,12330.879883,12228.5,12276.320312,211040000
"1173657600",12275.679688,12349.950195,12246.519531,12318.620117,219580000
"1173744000",12307.490234,12307.570312,12071.480469,12075.959961,312340000
"1173830400",12074.519531,12142.94043,11939.610352,12133.400391,333450000
"1173916800",12133.160156,12188.120117,12105.919922,12159.679688,232600000
"1174003200",12159.679688,12190.360352,12082.129883,12110.410156,388660000
"1174262400",12110.410156,12234.669922,12110.410156,12226.169922,208480000
"1174348800",12226.80957,12294.030273,12213.110352,12288.099609,196620000
"1174435200",12288.980469,12480.450195,12263.509766,12447.519531,2.46e+08
"1174521600",12446.719727,12476.280273,12408.509766,12461.139648,232700000
"1174608000",12460.5,12511.049805,12448.650391,12481.009766,206410000
"1174867200",12480.370117,12486.780273,12367.169922,12469.070312,219960000
"1174953600",12468.669922,12468.669922,12377.269531,12397.290039,209340000
"1175040000",12396.490234,12396.490234,12257.419922,12300.360352,224830000
"1175126400",12301.480469,12381.910156,12267.589844,12348.75,208160000
"1175212800",12348.910156,12416.679688,12242.599609,12354.349609,233630000
"1175472000",12354.519531,12394.980469,12324.280273,12382.299805,209420000
"1175558400",12379.049805,12534.269531,12379.049805,12510.299805,220470000
"1175644800",12511.360352,12541.509766,12495.75,12530.049805,210130000
"1175731200",12523.219727,12572.469727,12500.389648,12560.200195,164930000
"1176076800",12562.639648,12593.599609,12555.320312,12569.139648,191590000
"1176163200",12568.490234,12588.55957,12549.469727,12573.849609,214690000
"1176249600",12573.120117,12580.030273,12455.849609,12484.620117,245470000
"1176336000",12483.639648,12557.349609,12428.219727,12552.959961,218300000
"1176422400",12551.910156,12615.379883,12530.209961,12612.129883,224240000
"1176681600",12611.639648,12731.179688,12611.30957,12720.459961,225020000
"1176768000",12719.55957,12790.019531,12707.450195,12773.040039,256880000
"1176854400",12771.080078,12838.459961,12728.990234,12803.839844,261950000
"1176940800",12799.769531,12830.080078,12734.919922,12808.629883,262590000
"1177027200",12811.150391,12966.290039,12810.169922,12961.980469,415650000
"1177286400",12961.980469,12983.919922,12916.629883,12919.400391,223290000
"1177372800",12919.639648,12989.860352,12901.679688,12953.94043,238400000
"1177459200",12951.419922,13107.450195,12951.419922,13089.889648,250170000
"1177545600",13088.839844,13132.799805,13068.120117,13105.5,251620000
"1177632000",13104.040039,13148,13073.400391,13120.94043,270910000
"1177891200",13120.209961,13162.05957,13061.530273,13062.910156,264090000
"1177977600",13062.75,13137.759766,13041.299805,13136.139648,248960000
"1178064000",13133.94043,13256.330078,13130.530273,13211.879883,251340000
"1178150400",13206.650391,13246.820312,13196.030273,13241.379883,247240000
"1178236800",13243.080078,13284.530273,13228.780273,13264.620117,236320000
"1178496000",13264.129883,13317.69043,13260.799805,13312.969727,206190000
"1178582400",13309.400391,13314.429688,13237.55957,13309.070312,225600000
"1178668800",13300.620117,13369.290039,13278.349609,13362.870117,237040000
"1178755200",13359.049805,13359.129883,13210.900391,13215.129883,224640000
"1178841600",13212.200195,13333.450195,13212.040039,13326.219727,257840000
"1179100800",13325.80957,13383.759766,13297.040039,13346.780273,199620000
"1179187200",13346.049805,13481.599609,13339.469727,13383.839844,265250000
"1179273600",13486.959961,13489.570312,13363.929688,13487.530273,237790000
"1179360000",13487.530273,13516.709961,13447.790039,13476.719727,195800000
"1179446400",13476.400391,13558.480469,13476.400391,13556.530273,282930000
"1179705600",13556.530273,13586.030273,13529.139648,13542.879883,215550000
"1179792000",13544.990234,13586.679688,13528.980469,13539.950195,201290000
"1179878400",13540.839844,13609.759766,13505.169922,13525.650391,208260000
"1179964800",13522.599609,13624.549805,13423.900391,13441.129883,240810000
"1180051200",13441.94043,13516.139648,13440.070312,13507.280273,183470000
"1180396800",13507.280273,13564.660156,13465.349609,13521.339844,205620000
"1180483200",13517.889648,13636.089844,13456.730469,13633.080078,224780000
"1180569600",13633,13673.070312,13614.719727,13627.639648,243510000
"1180656000",13628.69043,13692,13624.389648,13668.110352,212780000
"1180915200",13667.209961,13690.379883,13618.780273,13676.320312,177830000
"1181001600",13673.19043,13673.509766,13551,13595.459961,223040000
"1181088000",13590.660156,13591.070312,13437.30957,13465.669922,236830000
"1181174400",13463.480469,13480.219727,13259.820312,13266.730469,298880000
"1181260800",13267.139648,13431.219727,13251.530273,13424.389648,2.42e+08
"1181520000",13424.389648,13478.110352,13381.639648,13424.959961,183300000
"1181606400",13424.389648,13449.5,13294.610352,13295.009766,233420000
"1181692800",13287.620117,13485.120117,13287.620117,13482.349609,253050000
"1181779200",13482.429688,13581.610352,13479.349609,13553.730469,228680000
"1181865600",13556.650391,13688.660156,13556.490234,13639.480469,425080000
"1182124800",13639,13667.94043,13608.759766,13612.980469,174380000
"1182211200",13611.679688,13652.169922,13577.219727,13635.419922,233720000
"1182297600",13636.55957,13674.360352,13483.25,13489.419922,274670000
"1182384000",13486.660156,13564.209961,13398.870117,13545.839844,241170000
"1182470400",13545.030273,13545.110352,13359.69043,13360.259766,380870000
"1182729600",13360.089844,13488.769531,13299.780273,13352.049805,251720000
"1182816000",13352.370117,13452.519531,13308.719727,13337.660156,240950000
"1182902400",13336.929688,13433.009766,13259.860352,13427.730469,246010000
"1182988800",13427.480469,13498.290039,13389.280273,13422.280273,207130000
"1183075200",13422.610352,13524.540039,13314,13408.620117,262110000
"1183334400",13409.599609,13537.870117,13409.519531,13535.429688,196410000
"1183420800",13531.530273,13591.69043,13531.530273,13577.299805,111580000
"1183593600",13576.240234,13580.05957,13513.490234,13565.839844,188840000
"1183680000",13559.009766,13633.629883,13537.950195,13611.679688,176040000
"1183939200",13612.660156,13670.459961,13609,13649.969727,192840000
"1184025600",13648.589844,13649.240234,13496.169922,13501.700195,274420000
"1184112000",13500.400391,13590.950195,13474.790039,13577.870117,224410000
"1184198400",13579.330078,13869.94043,13579.169922,13861.730469,300520000
"1184284800",13859.860352,13932.290039,13845.879883,13907.25,223820000
"1184544000",13907.089844,13989.110352,13894.980469,13950.980469,209060000
"1184630400",13951.959961,14021.950195,13942.849609,13971.549805,266020000
"1184716800",13955.049805,13965.94043,13823.599609,13918.219727,324400000
"1184803200",13918.790039,14015.849609,13918.790039,14000.410156,265390000
"1184889600",14000.730469,14009.269531,13797.669922,13851.080078,377650000
"1185148800",13851.730469,13973.990234,13851.730469,13943.419922,237450000
"1185235200",13940.900391,13940.990234,13701.589844,13716.950195,296990000
"1185321600",13718.25,13822.219727,13674.839844,13785.070312,266860000
"1185408000",13783.120117,13783.450195,13335.299805,13473.570312,426880000
"1185494400",13472.679688,13520.799805,13265.469727,13265.469727,337120000
"1185753600",13266.209961,13397.730469,13219.139648,13358.30957,295450000
"1185840000",13360.660156,13498.530273,13199.790039,13211.990234,319890000
"1185926400",13211.089844,13393.019531,13132.650391,13362.370117,355960000
"1186012800",13357.820312,13503.330078,13350.419922,13463.330078,264830000
"1186099200",13462.25,13471.790039,13175.240234,13181.910156,301800000
"1186358400",13183.129883,13470.160156,13158.580078,13468.780273,311810000
"1186444800",13467.719727,13608.110352,13347.169922,13504.299805,273340000
"1186531200",13497.230469,13695.820312,13484.790039,13657.860352,288040000
"1186617600",13652.330078,13652.330078,13270.679688,13270.679688,362490000
"1186704000",13270.589844,13306.519531,13057.860352,13239.540039,338560000
"1186963200",13239.540039,13338.150391,13219.459961,13236.530273,215260000
"1187049600",13235.719727,13269.780273,13018.269531,13028.919922,269120000
"1187136000",13021.929688,13119.320312,12834.240234,12861.469727,272760000
"1187222400",12861.469727,12885.849609,12517.94043,12845.780273,457150000
"1187308800",12848.049805,13167.679688,12847.80957,13079.080078,423940000
"1187568000",13079.080078,13181.660156,12982.75,13121.349609,231800000
"1187654400",13120.049805,13178.330078,13052.169922,13090.860352,2.04e+08
"1187740800",13090.860352,13248.080078,13088.259766,13236.129883,205530000
"1187827200",13236.129883,13298.639648,13169.150391,13235.879883,198160000
"1187913600",13235.879883,13381.469727,13208.650391,13378.870117,186060000
"1188172800",13377.160156,13387.330078,13305.549805,13322.129883,152440000
"1188259200",13318.429688,13318.599609,13034.780273,13041.849609,230470000
"1188345600",13043.070312,13293.44043,13043.070312,13289.290039,227440000
"1188432000",13287.910156,13315.139648,13184.589844,13238.730469,193240000
"1188518400",13240.839844,13428.950195,13240.839844,13357.740234,234920000
"1188864000",13358.389648,13494.05957,13317.5,13448.860352,262260000
"1188950400",13442.849609,13443.169922,13248.240234,13305.469727,231850000
"1189036800",13306.44043,13398.709961,13274.820312,13363.349609,203600000
"1189123200",13360.740234,13360.830078,13082.169922,13113.379883,238300000
"1189382400",13116.389648,13207.19043,13021.929688,13127.849609,221760000
"1189468800",13129.400391,13325.950195,13129.150391,13308.389648,200160000
"1189555200",13298.30957,13360.009766,13263.030273,13291.650391,195280000
"1189641600",13292.379883,13469.269531,13292.379883,13424.879883,209950000
"1189728000",13421.389648,13459.75,13323.839844,13442.519531,204780000
"1189987200",13441.950195,13451.540039,13362.370117,13403.419922,169710000
"1190073600",13403.179688,13739.959961,13403.179688,13739.389648,277620000
"1190160000",13740.610352,13867.5,13739.879883,13815.55957,276590000
"1190246400",13813.519531,13822.139648,13741.009766,13766.700195,200880000
"1190332800",13768.330078,13877.169922,13768.25,13820.19043,419390000
"1190592000",13821.570312,13874.410156,13750.929688,13759.05957,236690000
"1190678400",13757.839844,13787.19043,13696.30957,13778.650391,213040000
"1190764800",13779.299805,13915.790039,13779.299805,13878.150391,206560000
"1190851200",13879.530273,13920.419922,13868.150391,13912.94043,156920000
"1190937600",13912.94043,13924.80957,13850.269531,13895.629883,203030000
"1191196800",13895.709961,14115.509766,13893.509766,14087.549805,205720000
"1191283200",14087.139648,14107.469727,14012.110352,14047.30957,169270000
"1191369600",14038.860352,14038.94043,13947.730469,13968.049805,178920000
"1191456000",13967.889648,14010.410156,13951.629883,13974.30957,143300000
"1191542400",13969.070312,14124.540039,13968.830078,14066.009766,183540000
"1191801600",14065.360352,14067.959961,14009.669922,14043.730469,116420000
"1191888000",14043.730469,14166.969727,14034.389648,14164.530273,176740000
"1191974400",14165.019531,14165.019531,14009.509766,14078.69043,163280000
"1192060800",14079.099609,14198.099609,13950.25,14015.120117,235090000
"1192147200",14016.339844,14101.769531,14013.740234,14093.080078,178740000
"1192406400",14092.429688,14118.519531,13904.320312,13984.799805,220490000
"1192492800",13986.339844,13992.030273,13877.900391,13912.94043,229920000
"1192579200",13920.660156,14012.839844,13774.669922,13892.540039,315420000
"1192665600",13887.900391,13913.75,13820.349609,13888.959961,205540000
"1192752000",13888.469727,13888.469727,13511.94043,13522.019531,332350000
"1193011200",13521.620117,13587.219727,13407.490234,13566.969727,229440000
"1193097600",13568.929688,13684.599609,13540.879883,13676.230469,206550000
"1193184000",13675.580078,13690.450195,13470.160156,13675.25,259150000
"1193270400",13677.849609,13741.259766,13547.629883,13671.919922,274330000
"1193356800",13675.660156,13811.25,13675.25,13806.700195,311390000
"1193616000",13807.349609,13901.400391,13805.30957,13870.259766,207930000
"1193702400",13869.040039,13869.290039,13778.410156,13792.469727,189730000
"1193788800",13792.05957,13962.530273,13767.679688,13930.009766,277660000
"1193875200",13924.160156,13924.160156,13548.929688,13567.870117,335560000
"1193961600",13569.900391,13632.900391,13446.019531,13595.099609,279780000
"1194220800",13592.580078,13618.269531,13446.910156,13543.400391,259590000
"1194307200",13542.339844,13669.719727,13511.860352,13660.94043,252360000
"1194393600",13646.719727,13647.290039,13285.629883,13300.019531,273050000
"1194480000",13299.700195,13354,13079.480469,13266.290039,403680000
"1194566400",13261.169922,13262.139648,13017.299805,13042.740234,356840000
"1194825600",13039.160156,13162.639648,12981.040039,12987.549805,291980000
"1194912000",12975.110352,13319.450195,12975.110352,13307.089844,298250000
"1194998400",13305.469727,13367.169922,13197.839844,13231.009766,267510000
"1195084800",13231.009766,13262.139648,13055.830078,13110.049805,242570000
"1195171200",13109.480469,13211.169922,13050.549805,13176.790039,314920000
"1195430400",13176.299805,13176.299805,12937.629883,12958.44043,285790000
"1195516800",12955.919922,13107.370117,12839.679688,13010.139648,325810000
"1195603200",13006.650391,13007.709961,12786.030273,12799.040039,284550000
"1195776000",12796.070312,12980.879883,12796.070312,12980.879883,122250000
"1196035200",12979.990234,13037.299805,12724.089844,12743.44043,265610000
"1196121600",12744.780273,12991.849609,12744.780273,12958.44043,296070000
"1196208000",12958.040039,13325.870117,12958.040039,13289.450195,310080000
"1196294400",13287.910156,13346.269531,13214.75,13311.730469,201410000
"1196380800",13314.25,13466.990234,13281.650391,13371.719727,312570000
"1196640000",13368.219727,13407.240234,13296.280273,13314.570312,212170000
"1196726400",13311.240234,13316.280273,13237.589844,13248.730469,204940000
"1196812800",13244.009766,13460.240234,13244.009766,13444.959961,256800000
"1196899200",13445.849609,13632.900391,13426.179688,13619.889648,197270000
